                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                 1.4738,                 1.5274,                 1.7809,                0.61888,                0.63495,                0.60411,                0.28816,                 1.8929,                 1.5052,                 2.3026,               0.008614,               0.008614,               0.008614
                     73,                 1.4623,                  1.521,                 1.7702,                0.61266,                0.63038,                0.59942,                0.28667,                  1.899,                 1.5019,                 2.3058,              0.0085942,              0.0085942,              0.0085942
                     74,                 1.4622,                 1.5189,                 1.7712,                0.60796,                0.62925,                0.59509,                0.28683,                 1.9035,                 1.4981,                 2.3078,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.4531,                 1.5063,                 1.7588,                0.61534,                 0.6276,                 0.5937,                0.28821,                 1.9014,                 1.4959,                 2.3083,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.4588,                 1.4906,                 1.7584,                0.60604,                0.63314,                0.59668,                 0.2882,                 1.9036,                 1.4953,                 2.3055,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.4579,                 1.4922,                 1.7642,                0.60336,                 0.6326,                0.60012,                0.28818,                 1.9062,                 1.4861,                 2.3031,               0.008515,               0.008515,               0.008515
                     78,                 1.4494,                 1.4972,                 1.7598,                0.60627,                 0.6334,                0.59873,                0.28845,                 1.9097,                  1.489,                 2.3075,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.4469,                 1.4951,                 1.7512,                0.60459,                0.62997,                0.60143,                0.28969,                 1.9011,                  1.485,                 2.3005,              0.0084754,              0.0084754,              0.0084754
                     80,                 1.4406,                 1.4912,                 1.7469,                0.60288,                 0.6216,                0.59187,                0.28717,                 1.8985,                 1.4864,                 2.2967,              0.0084556,              0.0084556,              0.0084556
                     81,                 1.4389,                 1.4854,                 1.7433,                0.59979,                0.62471,                0.59236,                0.28925,                 1.9022,                 1.4855,                 2.2987,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.4368,                  1.481,                 1.7429,                0.60133,                0.63067,                0.59703,                0.28889,                 1.9067,                 1.4851,                 2.3017,               0.008416,               0.008416,               0.008416
                     83,                 1.4449,                  1.474,                 1.7509,                 0.6015,                0.63067,                0.59614,                0.28701,                 1.9125,                 1.4812,                 2.3073,              0.0083962,              0.0083962,              0.0083962
                     84,                 1.4333,                 1.4696,                 1.7341,                0.59532,                0.63159,                 0.5922,                0.28769,                 1.9125,                 1.4797,                 2.3057,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.4386,                 1.4693,                 1.7406,                0.59762,                0.63068,                0.58788,                0.28553,                 1.9133,                 1.4855,                  2.305,              0.0083566,              0.0083566,              0.0083566
                     86,                 1.4307,                 1.4587,                 1.7343,                0.60451,                0.63185,                0.59078,                0.28705,                 1.9135,                 1.4856,                 2.3064,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.4349,                 1.4584,                 1.7313,                 0.6088,                0.63216,                0.59019,                0.28665,                 1.9131,                 1.4833,                 2.3032,               0.008317,               0.008317,               0.008317
                     88,                 1.4214,                 1.4526,                 1.7295,                0.60732,                0.63314,                0.58978,                 0.2867,                  1.913,                 1.4782,                 2.3027,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.4167,                 1.4442,                 1.7215,                0.59526,                0.64036,                 0.5893,                0.28717,                 1.9151,                 1.4796,                 2.3032,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.4107,                 1.4467,                 1.7218,                0.59423,                0.64373,                0.58937,                0.28758,                 1.9156,                 1.4818,                 2.3037,              0.0082576,              0.0082576,              0.0082576
                     91,                  1.419,                 1.4528,                 1.7234,                0.60023,                0.64556,                0.59466,                0.28787,                 1.9174,                 1.4801,                 2.3032,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.4146,                 1.4426,                 1.7235,                0.59338,                 0.6428,                0.59181,                0.28763,                 1.9169,                 1.4804,                 2.3023,               0.008218,               0.008218,               0.008218
                     93,                 1.4056,                 1.4219,                 1.7161,                0.59494,                0.63904,                0.59319,                0.28789,                 1.9195,                   1.48,                 2.3047,              0.0081982,              0.0081982,              0.0081982
                     94,                 1.4139,                 1.4488,                 1.7171,                0.58788,                0.64128,                0.59093,                0.28845,                  1.919,                 1.4783,                 2.3033,              0.0081784,              0.0081784,              0.0081784
                     95,                 1.4122,                 1.4258,                 1.7137,                0.58687,                0.64182,                0.58958,                0.28821,                 1.9194,                 1.4779,                 2.3034,              0.0081586,              0.0081586,              0.0081586
                     96,                 1.4094,                 1.4204,                 1.7105,                0.59036,                0.64377,                0.58997,                0.28868,                 1.9226,                 1.4776,                 2.3063,              0.0081388,              0.0081388,              0.0081388
                     97,                 1.4048,                 1.4246,                 1.7087,                0.59318,                0.64049,                0.59095,                0.28821,                 1.9234,                 1.4804,                  2.308,               0.008119,               0.008119,               0.008119
                     98,                 1.3975,                 1.4119,                 1.6992,                0.58881,                0.64045,                0.59198,                0.28874,                 1.9253,                 1.4817,                 2.3107,              0.0080992,              0.0080992,              0.0080992
                     99,                 1.3946,                 1.4026,                 1.7003,                 0.5878,                0.64105,                 0.5915,                0.28882,                 1.9255,                 1.4828,                 2.3114,              0.0080794,              0.0080794,              0.0080794
