                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    129,                 1.2896,                 1.2451,                 1.6223,                0.57136,                 0.6266,                0.57119,                0.27741,                 2.0378,                 1.5045,                 2.5056,              0.0074656,              0.0074656,              0.0074656
                    130,                 1.2905,                 1.2454,                 1.6226,                0.57024,                0.62748,                0.57066,                0.27708,                 2.0384,                 1.5056,                 2.5064,              0.0074458,              0.0074458,              0.0074458
                    131,                 1.2827,                 1.2354,                 1.6187,                0.57035,                0.63006,                0.57063,                 0.2778,                  2.039,                 1.5059,                 2.5068,               0.007426,               0.007426,               0.007426
                    132,                  1.281,                 1.2406,                 1.6175,                0.56871,                0.63073,                0.57096,                 0.2778,                 2.0395,                 1.5055,                 2.5071,              0.0074062,              0.0074062,              0.0074062
                    133,                 1.2678,                 1.2155,                 1.6015,                0.56909,                0.62961,                0.57291,                0.27753,                 2.0421,                 1.5058,                 2.5101,              0.0073864,              0.0073864,              0.0073864
                    134,                 1.2774,                 1.2326,                 1.6091,                0.56603,                0.63476,                0.57267,                0.27753,                 2.0416,                 1.5064,                 2.5094,              0.0073666,              0.0073666,              0.0073666
                    135,                 1.2659,                 1.2251,                 1.6057,                0.57148,                0.63046,                0.57229,                 0.2772,                 2.0422,                 1.5076,                 2.5106,              0.0073468,              0.0073468,              0.0073468
                    136,                 1.2645,                 1.2152,                 1.5987,                0.57002,                0.63212,                0.57297,                0.27731,                 2.0423,                 1.5078,                 2.5111,               0.007327,               0.007327,               0.007327
                    137,                 1.2562,                 1.2249,                 1.5979,                0.56966,                 0.6293,                0.56956,                0.27704,                 2.0417,                 1.5079,                 2.5097,              0.0073072,              0.0073072,              0.0073072
                    138,                 1.2673,                 1.2265,                  1.606,                0.57015,                0.63032,                0.57002,                0.27706,                 2.0423,                 1.5089,                 2.5107,              0.0072874,              0.0072874,              0.0072874
                    139,                 1.2571,                 1.2182,                 1.6007,                0.56797,                0.62613,                0.56899,                0.27658,                 2.0426,                 1.5109,                 2.5118,              0.0072676,              0.0072676,              0.0072676
                    140,                  1.258,                 1.2207,                 1.5932,                0.56667,                0.62491,                0.56865,                0.27647,                 2.0441,                 1.5111,                 2.5137,              0.0072478,              0.0072478,              0.0072478
                    141,                 1.2563,                 1.2098,                 1.5975,                0.56692,                0.62564,                0.56837,                0.27646,                  2.045,                 1.5106,                 2.5153,               0.007228,               0.007228,               0.007228
                    142,                 1.2605,                 1.2191,                  1.595,                0.56502,                0.62542,                0.56743,                0.27583,                 2.0458,                 1.5087,                 2.5169,              0.0072082,              0.0072082,              0.0072082
                    143,                 1.2578,                 1.2153,                 1.5909,                0.56546,                0.62348,                0.56808,                0.27587,                 2.0468,                 1.5076,                 2.5185,              0.0071884,              0.0071884,              0.0071884
                    144,                 1.2482,                 1.2046,                 1.5898,                0.56213,                0.63203,                 0.5666,                0.27588,                  2.047,                 1.5096,                  2.519,              0.0071686,              0.0071686,              0.0071686
                    145,                 1.2435,                 1.2045,                 1.5844,                0.56167,                0.62965,                0.56672,                0.27596,                 2.0478,                 1.5097,                 2.5198,              0.0071488,              0.0071488,              0.0071488
                    146,                  1.256,                 1.2028,                 1.5886,                0.55489,                0.63373,                0.56579,                0.27608,                 2.0486,                 1.5095,                 2.5207,               0.007129,               0.007129,               0.007129
                    147,                 1.2527,                 1.2098,                 1.5917,                0.56379,                0.62728,                0.56647,                0.27566,                 2.0493,                 1.5119,                 2.5217,              0.0071092,              0.0071092,              0.0071092
