                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    104,                 1.3742,                 1.3764,                 1.7164,                 0.5735,                0.64615,                0.58954,                0.28771,                 1.9565,                 1.4844,                 2.3907,              0.0079804,              0.0079804,              0.0079804
                    105,                 1.3737,                 1.3575,                 1.7088,                0.57236,                0.64527,                0.58921,                0.28678,                 1.9572,                  1.484,                 2.3912,              0.0079606,              0.0079606,              0.0079606
                    106,                 1.3714,                 1.3564,                 1.7159,                0.58016,                0.64048,                0.58908,                 0.2853,                 1.9586,                 1.4854,                 2.3926,              0.0079408,              0.0079408,              0.0079408
                    107,                 1.3703,                 1.3556,                 1.7067,                0.57875,                0.64068,                0.58977,                0.28539,                 1.9614,                 1.4846,                 2.3955,               0.007921,               0.007921,               0.007921
                    108,                 1.3672,                 1.3496,                 1.7078,                0.58436,                0.63918,                0.58933,                0.28565,                 1.9625,                 1.4852,                 2.3975,              0.0079012,              0.0079012,              0.0079012
                    109,                 1.3676,                 1.3463,                 1.7074,                0.57778,                0.64049,                 0.5876,                0.28529,                 1.9627,                 1.4859,                  2.398,              0.0078814,              0.0078814,              0.0078814
                    110,                 1.3523,                 1.3324,                 1.6977,                0.57791,                0.63865,                0.58722,                0.28541,                 1.9633,                 1.4855,                 2.3984,              0.0078616,              0.0078616,              0.0078616
                    111,                  1.362,                 1.3447,                 1.6981,                0.57114,                0.63754,                0.58463,                0.28558,                 1.9642,                 1.4855,                 2.3992,              0.0078418,              0.0078418,              0.0078418
                    112,                 1.3579,                 1.3415,                 1.6989,                0.57552,                0.63272,                0.58471,                0.28566,                 1.9642,                 1.4868,                 2.3996,               0.007822,               0.007822,               0.007822
                    113,                 1.3497,                 1.3353,                 1.6942,                0.57015,                0.63424,                0.58277,                0.28615,                 1.9642,                 1.4873,                 2.3998,              0.0078022,              0.0078022,              0.0078022
                    114,                 1.3442,                 1.3232,                 1.6835,                0.56872,                0.63569,                0.58235,                0.28593,                 1.9653,                 1.4868,                 2.4011,              0.0077824,              0.0077824,              0.0077824
                    115,                 1.3359,                 1.3362,                 1.6805,                0.56754,                0.63444,                0.58129,                0.28528,                 1.9652,                 1.4881,                 2.4025,              0.0077626,              0.0077626,              0.0077626
                    116,                 1.3444,                 1.3347,                 1.6854,                0.56605,                0.63399,                 0.5812,                0.28527,                 1.9667,                 1.4891,                  2.404,              0.0077428,              0.0077428,              0.0077428
                    117,                 1.3383,                 1.3248,                 1.6772,                0.56704,                0.63518,                0.58054,                 0.2852,                 1.9673,                 1.4883,                  2.405,               0.007723,               0.007723,               0.007723
                    118,                 1.3434,                 1.3268,                 1.6902,                0.56808,                 0.6347,                0.58033,                0.28553,                 1.9683,                 1.4886,                 2.4066,              0.0077032,              0.0077032,              0.0077032
                    119,                 1.3404,                 1.3158,                 1.6832,                0.56772,                0.63393,                0.57937,                0.28496,                 1.9684,                 1.4887,                 2.4065,              0.0076834,              0.0076834,              0.0076834
